Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Negative_Control_1 Spectral Count	PYROXD1_D500N_1 Spectral Count	PYROXD1_N155S_1 Spectral Count	PYROXD1_Q372H_1 Spectral Count	PYROXD1_R132C_1 Spectral Count	PYROXD1_WT_1 Spectral Count	PYROXD1_Y354C_1 Spectral Count	PYROXD1_dE496_1 Spectral Count	Negative_Control_1 Unique Spectral Count	PYROXD1_D500N_1 Unique Spectral Count	PYROXD1_N155S_1 Unique Spectral Count	PYROXD1_Q372H_1 Unique Spectral Count	PYROXD1_R132C_1 Unique Spectral Count	PYROXD1_WT_1 Unique Spectral Count	PYROXD1_Y354C_1 Unique Spectral Count	PYROXD1_dE496_1 Unique Spectral Count	Negative_Control_1 Total Spectral Count	PYROXD1_D500N_1 Total Spectral Count	PYROXD1_N155S_1 Total Spectral Count	PYROXD1_Q372H_1 Total Spectral Count	PYROXD1_R132C_1 Total Spectral Count	PYROXD1_WT_1 Total Spectral Count	PYROXD1_Y354C_1 Total Spectral Count	PYROXD1_dE496_1 Total Spectral Count	Negative_Control_1 Intensity	PYROXD1_D500N_1 Intensity	PYROXD1_N155S_1 Intensity	PYROXD1_Q372H_1 Intensity	PYROXD1_R132C_1 Intensity	PYROXD1_WT_1 Intensity	PYROXD1_Y354C_1 Intensity	PYROXD1_dE496_1 Intensity	Negative_Control_1 MaxLFQ Intensity	PYROXD1_D500N_1 MaxLFQ Intensity	PYROXD1_N155S_1 MaxLFQ Intensity	PYROXD1_Q372H_1 MaxLFQ Intensity	PYROXD1_R132C_1 MaxLFQ Intensity	PYROXD1_WT_1 MaxLFQ Intensity	PYROXD1_Y354C_1 MaxLFQ Intensity	PYROXD1_dE496_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|P09001|RM03_HUMAN	P09001	RM03_HUMAN	MRPL3	348	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL3m	1.0	0.999	11	52	52	52	11	3	0	7	5	11	8	7	11	3	0	7	5	11	8	7	11	3	0	7	5	11	8	7	280831.0	67257.66	17074.61	190556.42	165005.77	405122.0	203341.77	307321.72	58828.32	24529.854	20574.621	44545.383	45010.27	87913.805	49694.1	68402.51	
sp|P09012|SNRPA_HUMAN	P09012	SNRPA_HUMAN	SNRPA	282	Homo sapiens	1:Experimental evidence at protein level	U1 small nuclear ribonucleoprotein A	1.0	0.999	10	44	44	68	6	3	4	3	7	12	4	5	6	3	4	3	7	12	4	5	9	7	6	5	12	15	6	8	226229.62	125487.87	130889.516	150766.61	214077.36	377585.94	131467.1	201932.89	72515.586	46842.94	44387.02	50966.88	63055.066	110112.24	44584.984	66515.44	
sp|P09104|ENOG_HUMAN	P09104	ENOG_HUMAN	ENO2	434	Homo sapiens	1:Experimental evidence at protein level	Gamma-enolase	1.0	0.999	9	20	20	75	3	0	3	3	0	1	5	5	3	0	3	3	0	1	5	5	13	3	7	10	4	6	13	19	279676.0	5842.6177	81286.086	162929.34	34792.062	163518.64	229094.03	235558.56	76923.26	0.0	41396.133	67740.88	0.0	62049.676	94379.04	94459.195	
sp|P09110|THIK_HUMAN	P09110	THIK_HUMAN	ACAA1	424	Homo sapiens	1:Experimental evidence at protein level	3-ketoacyl-CoA thiolase, peroxisomal	0.9605	0.999	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0.0	0.0	2872.088	11516.965	0.0	14789.726	13044.216	10840.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P09132|SRP19_HUMAN	P09132	SRP19_HUMAN	SRP19	144	Homo sapiens	1:Experimental evidence at protein level	Signal recognition particle 19 kDa protein	1.0	0.999	4	5	5	5	2	0	1	0	0	1	1	0	2	0	1	0	0	1	1	0	2	0	1	0	0	1	1	0	126537.08	6114.2573	76354.15	22427.088	0.0	36668.37	47223.445	45992.78	31900.352	0.0	26099.82	20021.797	0.0	32037.57	40678.664	38286.348	
sp|P09211|GSTP1_HUMAN	P09211	GSTP1_HUMAN	GSTP1	210	Homo sapiens	1:Experimental evidence at protein level	Glutathione S-transferase P	1.0	0.999	8	71	71	71	8	7	9	13	4	11	10	9	8	7	9	13	4	11	10	9	8	7	9	13	4	11	10	9	267458.4	153097.22	266568.1	299923.25	138107.16	376721.0	366626.2	427051.2	56687.67	38084.113	63682.02	62256.45	35458.01	84848.586	77835.1	95882.73	
sp|P09234|RU1C_HUMAN	P09234	RU1C_HUMAN	SNRPC	159	Homo sapiens	1:Experimental evidence at protein level	U1 small nuclear ribonucleoprotein C	1.0	0.999	3	14	14	14	2	1	1	2	2	3	0	3	2	1	1	2	2	3	0	3	2	1	1	2	2	3	0	3	98125.05	21096.098	44899.695	54673.656	95218.79	135357.34	38995.496	111027.09	48128.84	14928.882	31232.322	26826.043	48790.42	59345.816	19714.596	44600.086	
sp|P09429|HMGB1_HUMAN	P09429	HMGB1_HUMAN	HMGB1	215	Homo sapiens	1:Experimental evidence at protein level	High mobility group protein B1	1.0	0.999	13	182	90	182	21	9	24	24	6	33	31	34	12	2	14	10	2	16	14	20	21	9	24	24	6	33	31	34	1596669.8	434188.1	1551601.5	1578475.9	277209.22	2212325.8	2437662.5	3248281.5	302578.97	102342.85	346040.47	299045.66	58895.94	431257.38	472576.97	631475.44	
sp|P09496|CLCA_HUMAN	P09496	CLCA_HUMAN	CLTA	248	Homo sapiens	1:Experimental evidence at protein level	Clathrin light chain A	1.0	0.999	7	21	17	21	9	0	0	0	3	3	0	6	8	0	0	0	2	2	0	5	9	0	0	0	3	3	0	6	235098.95	10962.594	53565.668	43900.75	83928.305	166977.47	78216.914	290022.38	62812.773	6997.5825	22211.674	18910.95	24387.49	45961.18	24944.266	75973.78	
sp|P09497|CLCB_HUMAN	P09497	CLCB_HUMAN	CLTB	229	Homo sapiens	1:Experimental evidence at protein level	Clathrin light chain B	0.9993	0.999	2	4	4	4	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	44489.836	0.0	0.0	7813.1807	13358.397	18073.1	10864.681	63726.266	31550.11	0.0	0.0	0.0	0.0	0.0	0.0	49012.62	
sp|P09543|CN37_HUMAN	P09543	CN37_HUMAN	CNP	421	Homo sapiens	1:Experimental evidence at protein level	2',3'-cyclic-nucleotide 3'-phosphodiesterase	1.0	0.999	10	31	31	31	3	0	3	5	0	4	6	10	3	0	3	5	0	4	6	10	3	0	3	5	0	4	6	10	267477.7	68285.28	176036.22	221382.56	80910.32	315516.88	340073.22	419791.78	122277.125	47809.25	76751.06	110285.77	0.0	147645.2	145519.14	154984.05	
sp|P09622|DLDH_HUMAN	P09622	DLDH_HUMAN	DLD	509	Homo sapiens	1:Experimental evidence at protein level	Dihydrolipoyl dehydrogenase, mitochondrial	1.0	0.999	14	125	125	125	18	7	13	15	7	19	21	25	18	7	13	15	7	19	21	25	18	7	13	15	7	19	21	25	1160458.0	390396.62	532817.2	935155.25	345144.53	1273501.9	1256723.4	1402852.5	168498.47	57335.613	82877.984	132539.9	49603.32	185181.97	186293.36	213588.9	
sp|P09651|ROA1_HUMAN	P09651	ROA1_HUMAN	HNRNPA1	372	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A1	1.0	0.999	25	442	25	552	65	50	58	46	52	71	52	48	3	3	3	3	3	4	3	3	76	64	71	62	65	91	62	61	5262667.5	3725501.5	4865740.0	3196069.8	3609905.8	7313462.5	3602979.5	3621964.2	693193.56	521149.38	658126.2	432164.47	488143.28	967929.1	489458.34	480879.88	
sp|P09661|RU2A_HUMAN	P09661	RU2A_HUMAN	SNRPA1	255	Homo sapiens	1:Experimental evidence at protein level	U2 small nuclear ribonucleoprotein A'	1.0	0.999	12	91	91	91	11	13	7	11	12	16	9	12	11	13	7	11	12	16	9	12	11	13	7	11	12	16	9	12	3438589.8	3008900.2	2845354.8	2991502.2	2784572.0	3431547.2	2970942.5	3029590.2	3829506.5	1478490.8	1753219.2	1913164.9	2199934.5	4637670.0	2454817.8	3541325.2	
sp|P09668|CATH_HUMAN	P09668	CATH_HUMAN	CTSH	335	Homo sapiens	1:Experimental evidence at protein level	Pro-cathepsin H	1.0	0.999	4	11	11	11	2	1	0	1	6	0	1	0	2	1	0	1	6	0	1	0	2	1	0	1	6	0	1	0	48787.57	40688.402	32378.285	67383.47	72640.305	32210.477	34841.207	18076.727	16086.412	19397.297	15640.113	20131.451	21535.443	11553.652	16326.172	11807.81	
sp|P09874|PARP1_HUMAN	P09874	PARP1_HUMAN	PARP1	1014	Homo sapiens	1:Experimental evidence at protein level	Poly [ADP-ribose] polymerase 1	1.0	0.999	61	833	833	833	112	52	89	111	70	132	143	124	112	52	89	111	70	132	143	124	112	52	89	111	70	132	143	124	6902641.5	2165040.0	4557808.0	7038015.0	3044683.8	9779074.0	9264097.0	8986213.0	311222.78	102529.8	211258.05	310194.84	143239.16	429416.12	402886.72	400966.34	
sp|P09884|DPOLA_HUMAN	P09884	DPOLA_HUMAN	POLA1	1462	Homo sapiens	1:Experimental evidence at protein level	DNA polymerase alpha catalytic subunit	0.9999	0.999	3	3	3	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	14519.668	0.0	0.0	0.0	0.0	17968.924	19285.785	37208.453	7792.6665	0.0	0.0	0.0	0.0	9900.051	10602.917	14579.3	
sp|P09936|UCHL1_HUMAN	P09936	UCHL1_HUMAN	UCHL1	223	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase isozyme L1	1.0	0.999	12	125	125	125	15	10	14	16	7	20	16	27	15	10	14	16	7	20	16	27	15	10	14	16	7	20	16	27	1044976.44	306771.38	926705.4	1021579.75	213719.66	1720806.6	1470489.8	2959993.8	204995.92	62847.594	186085.0	201748.17	46904.406	315106.2	285693.22	525506.3	
sp|P09960|LKHA4_HUMAN	P09960	LKHA4_HUMAN	LTA4H	611	Homo sapiens	1:Experimental evidence at protein level	Leukotriene A-4 hydrolase	1.0	0.999	24	151	151	151	26	4	19	20	2	21	33	26	26	4	19	20	2	21	33	26	26	4	19	20	2	21	33	26	1191831.5	553418.2	784358.25	1194335.1	186775.0	1259997.0	1584390.9	1581667.0	328283.38	104943.05	198509.3	313843.94	68749.664	319018.62	434370.72	452475.25	
sp|P09972|ALDOC_HUMAN	P09972	ALDOC_HUMAN	ALDOC	364	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase C	1.0	0.999	11	50	50	146	6	5	5	5	4	7	9	9	6	5	5	5	4	7	9	9	23	8	16	15	9	26	25	24	331520.16	99559.06	202404.81	314662.1	56016.938	430534.7	470358.72	675110.3	297122.9	0.0	147137.56	259033.64	0.0	338644.34	471223.7	584915.8	
sp|P0C0S5|H2AZ_HUMAN	P0C0S5	H2AZ_HUMAN	H2AZ1	128	Homo sapiens	1:Experimental evidence at protein level	Histone H2A.Z	1.0	0.999	5	36	0	87	2	5	8	3	7	3	3	5	0	0	0	0	0	0	0	0	7	11	15	10	14	11	8	11	173784.75	525978.0	726572.75	310773.12	839595.8	413974.56	140663.84	344918.88	61864.65	252492.62	337545.75	144316.16	380769.5	221960.25	47056.832	168916.08	sp|Q71UI9|H2AV_HUMAN
sp|P0C0S8|H2A1_HUMAN	P0C0S8	H2A1_HUMAN	H2AC11	130	Homo sapiens	1:Experimental evidence at protein level	Histone H2A type 1	1.0	0.999	6	146	0	146	6	19	24	17	29	23	8	20	0	0	0	0	0	0	0	0	6	19	24	17	29	23	8	20	656670.06	6382079.5	8307063.5	3282515.2	1.1488174E7	6338660.0	886492.8	3739876.2	310382.16	2540798.2	3470378.8	1355453.5	4705411.0	2568530.0	397678.3	1630516.1	sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN
sp|P0C2W1|FBSP1_HUMAN	P0C2W1	FBSP1_HUMAN	FBXO45	286	Homo sapiens	1:Experimental evidence at protein level	F-box/SPRY domain-containing protein 1	0.9602	0.999	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	641	Homo sapiens	1:Experimental evidence at protein level	Heat shock 70 kDa protein 1A	1.0	0.999	43	842	0	997	123	72	68	88	73	151	109	158	0	0	0	0	0	0	0	0	137	89	88	109	89	176	131	178	1.2164755E7	4771698.0	6001849.5	8255505.0	4276765.0	2.5855878E7	1.2362021E7	2.770519E7	865695.4	334972.6	457023.72	580954.1	303939.38	1836328.9	893861.44	1997910.2	sp|P0DMV9|HS71B_HUMAN
sp|P0DOY2|IGLC2_HUMAN	P0DOY2	IGLC2_HUMAN	IGLC2	106	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda constant 2	0.9999	0.999	4	33	0	33	2	5	6	7	4	3	3	3	0	0	0	0	0	0	0	0	2	5	6	7	4	3	3	3	221847.03	274168.53	233739.89	340846.88	204706.31	218009.75	228709.89	195085.47	74222.92	96915.266	80281.336	110798.97	64367.53	72455.97	74003.766	65560.164	sp|P0DOY3|IGLC3_HUMAN
sp|P0DP23|CALM1_HUMAN	P0DP23	CALM1_HUMAN	CALM1	149	Homo sapiens	1:Experimental evidence at protein level	Calmodulin-1	1.0	0.999	11	112	0	112	15	3	7	9	14	10	11	43	0	0	0	0	0	0	0	0	15	3	7	9	14	10	11	43	1081105.5	202021.69	527706.3	589087.06	855737.3	967711.06	699403.8	3602819.0	287181.6	44573.31	144247.0	139284.17	227352.31	234592.39	158591.05	1006576.6	sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN
sp|P0DP57|SLUR2_HUMAN	P0DP57	SLUR2_HUMAN	SLURP2	97	Homo sapiens	1:Experimental evidence at protein level	Secreted Ly-6/uPAR domain-containing protein 2	0.9604	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	8976.263	0.0	10520.913	12509.461	24910.967	7555.337	8835.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P0DPB6|RPAC2_HUMAN	P0DPB6	RPAC2_HUMAN	POLR1D	133	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerases I and III subunit RPAC2	0.9992	0.999	2	2	2	2	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	14526.481	0.0	4977.3643	5786.621	0.0	21805.121	9052.725	25164.393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P0DPI2|GAL3A_HUMAN	P0DPI2	GAL3A_HUMAN	GATD3	268	Homo sapiens	1:Experimental evidence at protein level	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	1.0	0.999	10	56	56	56	10	3	3	8	0	7	13	12	10	3	3	8	0	7	13	12	10	3	3	8	0	7	13	12	430634.5	121740.85	261719.86	424491.56	23489.564	455193.0	703693.56	586137.75	88451.02	34152.375	59592.316	90419.03	14935.055	93239.984	139241.69	111727.71	
sp|P0DTE7|AMY1B_HUMAN	P0DTE7	AMY1B_HUMAN	AMY1B	511	Homo sapiens	1:Experimental evidence at protein level	Alpha-amylase 1B	1.0	0.999	5	36	0	36	0	5	6	6	4	1	9	5	0	0	0	0	0	0	0	0	0	5	6	6	4	1	9	5	28474.508	95935.375	81990.51	103583.8	73835.086	61581.734	90433.945	100675.55	15038.233	24989.15	23045.082	29548.383	22770.977	23293.162	24348.234	28573.912	sp|P0DTE8|AMY1C_HUMAN, sp|P0DUB6|AMY1A_HUMAN, sp|contam_P04745|AMY1_HUMAN
sp|P10155|RO60_HUMAN	P10155	RO60_HUMAN	RO60	538	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein RO60	1.0	0.999	15	84	84	84	14	2	10	11	3	18	12	14	14	2	10	11	3	18	12	14	14	2	10	11	3	18	12	14	326780.9	52366.91	224356.36	245669.95	67424.914	375993.03	323531.1	432320.72	40136.285	15336.716	30639.572	32435.266	17578.281	46494.582	44403.605	53083.277	
sp|P10253|LYAG_HUMAN	P10253	LYAG_HUMAN	GAA	952	Homo sapiens	1:Experimental evidence at protein level	Lysosomal alpha-glucosidase	0.9999	0.999	2	3	3	3	1	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	10130.822	0.0	0.0	0.0	0.0	8692.076	34641.043	10751.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10321|HLAC_HUMAN	P10321	HLAC_HUMAN	HLA-C	366	Homo sapiens	1:Experimental evidence at protein level	HLA class I histocompatibility antigen, C alpha chain	1.0	0.999	5	10	1	24	1	0	2	2	0	1	1	3	0	0	0	0	0	0	0	1	4	1	4	3	0	3	3	6	68700.6	15949.242	34794.56	68385.805	11311.139	72840.02	66665.8	93984.0	36937.75	11542.978	17898.87	37734.117	0.0	38082.27	42571.05	48094.473	
sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	Homo sapiens	1:Experimental evidence at protein level	Histone H1.4	1.0	0.999	10	50	25	139	3	9	9	5	11	6	3	4	2	4	6	2	6	3	1	1	8	23	23	15	28	19	10	13	138527.0	1291199.4	1327639.5	680619.9	1744379.1	1208948.2	210634.72	825917.1	89477.445	795204.0	844180.56	407075.53	1024098.9	762112.25	124714.06	513583.7	
sp|P10515|ODP2_HUMAN	P10515	ODP2_HUMAN	DLAT	647	Homo sapiens	1:Experimental evidence at protein level	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	1.0	0.999	19	205	205	205	30	19	10	27	28	30	33	28	30	19	10	27	28	30	33	28	30	19	10	27	28	30	33	28	1909183.9	631144.0	363988.84	1104553.1	994515.6	1834531.6	1263875.1	1874437.9	234173.31	73616.016	53875.58	129623.32	119309.21	220503.27	152436.19	227764.27	
sp|P10586|PTPRF_HUMAN	P10586	PTPRF_HUMAN	PTPRF	1907	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase F	0.9996	0.9979	2	2	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	9339.322	271482.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin	1.0	0.999	10	126	126	126	13	15	9	16	22	10	17	24	13	15	9	16	22	10	17	24	13	15	9	16	22	10	17	24	919438.94	609593.94	756545.1	1179545.5	1661343.4	733559.9	1210827.9	2152995.0	181718.52	143895.67	172363.27	284251.9	328142.84	236933.8	297931.72	481691.3	
sp|P10619|PPGB_HUMAN	P10619	PPGB_HUMAN	CTSA	480	Homo sapiens	1:Experimental evidence at protein level	Lysosomal protective protein	1.0	0.999	5	24	24	24	5	0	1	2	5	4	4	3	5	0	1	2	5	4	4	3	5	0	1	2	5	4	4	3	172058.97	58673.906	57429.812	123136.22	161218.22	127075.64	136583.95	175119.89	69550.71	30104.734	30981.893	53559.613	72225.914	57331.195	60126.195	77694.336	
sp|P10620|MGST1_HUMAN	P10620	MGST1_HUMAN	MGST1	155	Homo sapiens	1:Experimental evidence at protein level	Microsomal glutathione S-transferase 1	0.9607	0.999	1	5	5	5	0	0	0	0	0	2	1	2	0	0	0	0	0	2	1	2	0	0	0	0	0	2	1	2	21109.344	5639.417	13574.347	15437.33	0.0	24593.742	19245.445	26051.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10644|KAP0_HUMAN	P10644	KAP0_HUMAN	PRKAR1A	381	Homo sapiens	1:Experimental evidence at protein level	cAMP-dependent protein kinase type I-alpha regulatory subunit	1.0	0.999	19	151	133	151	32	16	5	12	23	22	17	24	29	14	5	10	20	20	14	21	32	16	5	12	23	22	17	24	1219832.9	462353.0	181239.94	669657.8	787501.7	1116931.8	739600.7	1111093.0	142965.27	58036.3	29878.566	78535.77	90285.73	130353.65	86584.63	129068.3	
sp|P10768|ESTD_HUMAN	P10768	ESTD_HUMAN	ESD	282	Homo sapiens	1:Experimental evidence at protein level	S-formylglutathione hydrolase	1.0	0.999	9	82	82	82	9	3	6	10	0	16	17	21	9	3	6	10	0	16	17	21	9	3	6	10	0	16	17	21	436799.06	142830.5	306551.06	412178.12	19163.82	577817.75	619548.06	778838.3	77949.78	25928.424	62021.938	77305.67	13939.555	104496.12	112883.72	135112.98	
sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	573	Homo sapiens	1:Experimental evidence at protein level	60 kDa heat shock protein, mitochondrial	1.0	0.999	46	801	801	801	121	64	89	99	45	120	126	137	121	64	89	99	45	120	126	137	121	64	89	99	45	120	126	137	1.100294E7	3591241.5	6282822.0	8758482.0	2341041.0	1.2022634E7	1.3276384E7	1.4213076E7	886613.0	277091.1	538629.06	740310.3	174017.22	1077202.1	1153541.5	1251423.9	
sp|P10909|CLUS_HUMAN	P10909	CLUS_HUMAN	CLU	449	Homo sapiens	1:Experimental evidence at protein level	Clusterin	0.9559	0.9989	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16490.955	0.0	0.0	15504.348	12723.577	9252.183	19385.004	17503.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum chaperone BiP	1.0	0.999	44	699	683	783	101	68	79	87	73	109	98	84	99	67	77	85	71	106	96	82	113	77	89	97	79	120	111	97	7371273.5	3642293.5	3736644.5	6217369.5	3754664.5	8482944.0	7769160.5	7247501.5	489151.22	254740.03	252201.86	405016.44	253295.0	587447.56	511863.06	484855.53	
sp|P11047|LAMC1_HUMAN	P11047	LAMC1_HUMAN	LAMC1	1609	Homo sapiens	1:Experimental evidence at protein level	Laminin subunit gamma-1	1.0	0.999	8	25	25	25	5	0	0	0	0	7	6	7	5	0	0	0	0	7	6	7	5	0	0	0	0	7	6	7	137848.19	4731.76	5831.0127	76554.414	19718.693	154466.4	134660.56	151501.84	24374.363	0.0	0.0	17690.596	12139.64	29024.684	23799.986	29425.994	
sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	Homo sapiens	1:Experimental evidence at protein level	Heat shock cognate 71 kDa protein	1.0	0.999	49	1341	945	1341	187	142	154	172	134	170	192	190	140	94	108	122	93	116	138	134	187	142	154	172	134	170	192	190	2.454725E7	1.0678427E7	1.284206E7	1.764092E7	1.077247E7	2.5355202E7	2.6967178E7	2.656276E7	1211930.0	543951.5	697657.75	892845.94	526053.7	1217664.8	1355432.4	1317936.1	
sp|P11171|EPB41_HUMAN	P11171	EPB41_HUMAN	EPB41	864	Homo sapiens	1:Experimental evidence at protein level	Protein 4.1	1.0	0.999	12	34	34	46	8	3	0	6	2	9	4	2	8	3	0	6	2	9	4	2	9	5	0	7	4	13	5	3	211658.58	63922.465	11808.838	127719.92	55358.61	212118.08	102812.56	91198.76	45597.918	16960.018	0.0	31098.246	21529.4	50199.86	32454.395	27772.477	
sp|P11172|UMPS_HUMAN	P11172	UMPS_HUMAN	UMPS	480	Homo sapiens	1:Experimental evidence at protein level	Uridine 5'-monophosphate synthase	1.0	0.999	7	16	16	16	0	0	0	2	0	4	4	6	0	0	0	2	0	4	4	6	0	0	0	2	0	4	4	6	63196.43	8286.206	35133.914	139254.78	0.0	152965.73	165266.23	206089.27	30415.432	7988.3335	18131.174	35454.082	0.0	47117.434	46126.676	61702.453	
sp|P11177|ODPB_HUMAN	P11177	ODPB_HUMAN	PDHB	359	Homo sapiens	1:Experimental evidence at protein level	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	1.0	0.999	14	186	186	186	32	11	13	20	20	31	25	34	32	11	13	20	20	31	25	34	32	11	13	20	20	31	25	34	1511909.0	360766.62	429409.88	827427.75	618893.3	1656302.6	1031742.0	1475251.1	184054.75	44244.496	56750.684	99625.1	77077.1	186454.66	123319.99	169298.6	
sp|P11182|ODB2_HUMAN	P11182	ODB2_HUMAN	DBT	482	Homo sapiens	1:Experimental evidence at protein level	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	0.9999	0.999	2	4	4	4	1	0	0	0	0	2	0	1	1	0	0	0	0	2	0	1	1	0	0	0	0	2	0	1	18340.602	0.0	0.0	10946.346	6477.284	28894.79	17083.178	15950.678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P11216|PYGB_HUMAN	P11216	PYGB_HUMAN	PYGB	843	Homo sapiens	1:Experimental evidence at protein level	Glycogen phosphorylase, brain form	1.0	0.999	16	54	30	54	12	0	3	2	4	7	12	14	8	0	0	1	2	4	6	9	12	0	3	2	4	7	12	14	275589.66	0.0	115124.88	164667.89	35965.844	242727.31	266363.1	368200.97	38507.887	0.0	23122.385	26903.059	21113.566	36497.883	39244.625	50610.125	
sp|P11233|RALA_HUMAN	P11233	RALA_HUMAN	RALA	206	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Ral-A	1.0	0.999	5	24	14	24	5	0	2	3	0	5	5	4	2	0	2	2	0	2	4	2	5	0	2	3	0	5	5	4	79960.68	13779.797	50653.81	55085.465	8522.445	98855.43	84715.7	90768.83	25119.277	7805.43	16584.355	19258.652	0.0	29014.033	27905.95	25614.74	
sp|P11277|SPTB1_HUMAN	P11277	SPTB1_HUMAN	SPTB	2137	Homo sapiens	1:Experimental evidence at protein level	Spectrin beta chain, erythrocytic	0.9996	0.9987	9	2	2	82	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	17	6	5	9	8	14	12	11	14268.674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P11279|LAMP1_HUMAN	P11279	LAMP1_HUMAN	LAMP1	417	Homo sapiens	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 1	1.0	0.999	6	41	41	41	7	1	3	8	4	5	8	5	7	1	3	8	4	5	8	5	7	1	3	8	4	5	8	5	185030.58	91293.734	129751.98	190701.48	100874.07	202316.9	237235.34	207636.89	61889.043	34096.06	48277.42	65285.297	46416.855	70478.734	80582.37	76495.55	
sp|P11310|ACADM_HUMAN	P11310	ACADM_HUMAN	ACADM	421	Homo sapiens	1:Experimental evidence at protein level	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	1.0	0.999	10	57	57	57	9	0	9	9	0	8	15	7	9	0	9	9	0	8	15	7	9	0	9	9	0	8	15	7	281119.3	48158.387	172040.31	262731.75	19592.059	263698.1	402605.1	325217.38	48599.61	14130.784	32350.367	44039.402	7214.3496	48086.816	70119.36	55456.63	
sp|P11387|TOP1_HUMAN	P11387	TOP1_HUMAN	TOP1	765	Homo sapiens	1:Experimental evidence at protein level	DNA topoisomerase 1	1.0	0.999	28	188	151	188	23	18	34	15	32	30	16	20	19	13	30	14	26	25	11	13	23	18	34	15	32	30	16	20	831084.6	637990.4	1017236.56	676065.6	1032733.9	1249403.1	751199.2	882181.2	67448.32	53884.863	82779.54	57560.746	82670.95	96534.61	59715.867	75743.92	
